"streetname";"place";"Type"
"Sterrenburg";"Utrecht";"Road"
"Sterrenhof";"Utrecht";"Road"
"St.-Eustatiusdreef";"Utrecht";"Road"
"Steve Bikostraat";"Utrecht";"Road"
"Steven Butendiekplateau";"Utrecht";"Road"
"Steven Butendiekplein";"Utrecht";"Road"
"St.-Gotthard";"Utrecht";"Road"
"Stieltjesstraat";"Utrecht";"Road"
"St.-Jacobsstraat";"Utrecht";"Road"
"St.-Janshovenstraat";"Utrecht";"Road"
"St.-Jansplaat";"De Meern";"Road"
"St.-Josephlaan";"Utrecht";"Road"
"St.-Laurensdreef";"Utrecht";"Road"
"St.-Ludgerushof";"Utrecht";"Road"
"St.-Ludgerusstraat";"Utrecht";"Road"
"St.-Maartendreef";"Utrecht";"Road"
"St.-Martinusbrug";"Utrecht";"Art"
"Stobberakplantsoen";"Utrecht";"Road"
"Stockholmstraat";"Utrecht";"Road"
"Stoelenmakerslaan";"De Meern";"Road"
"Stolberglaan";"Utrecht";"Road"
"Stormdijklaan";"Utrecht";"Road"
"Stormvogelhof";"Utrecht";"Road"
"St.-Pietersberg";"De Meern";"Road"
"Strandboulevard";"Utrecht";"Road"
"Strawinskylaan";"Utrecht";"Road"
"Strijkviertel";"De Meern";"Road"
"Strijkviertelplas";"Utrecht";"Water"
"Strijlandweg";"Utrecht";"Road"
"Stromboli";"Utrecht";"Road"
"Stroomkade";"Utrecht";"Road"
"Stroomrugbaan";"Vleuten";"Road"
"Stroomstraat";"Utrecht";"Road"
"Strosteeg";"Utrecht";"Road"
"Stroyenborchdreef";"Utrecht";"Road"
"Struyckenlaan";"Utrecht";"Road"
"Stuivingastraat";"Utrecht";"Road"
"Stuytstraat";"Utrecht";"Road"
"St.-Willibrordusstraat";"Utrecht";"Road"
"St.-Winfridusstraat";"Utrecht";"Road"
"Sudeten";"Utrecht";"Road"
"Suikerstraat";"Utrecht";"Road"
"Sumatrastraat";"Utrecht";"Road"
"Surinamestraat";"Utrecht";"Road"
"Suster Bertkendreef";"Utrecht";"Road"
"Suze Noiretdreef";"Utrecht";"Road"
"Svend Asmussenpad";"Utrecht";"Road"
"Swammerdamstraat";"Utrecht";"Road"
"Sweder van Zuylenweg";"Utrecht";"Road"
"Sweelinckstraat";"Utrecht";"Road"
"'t Goybrug";"Utrecht";"Art"
"'t Goylaan";"Utrecht";"Road"
"'t Goyplein";"Utrecht";"Road"
"'t Hoog";"Vleuten";"Road"
"'t Loolaantje";"Utrecht";"Road"
"'t Spijck";"Vleuten";"Road"
"'t Zand";"Utrecht";"Road"
"'t Zand";"De Meern";"Road"
"Taagdreef";"Utrecht";"Road"
"Taatsendijk";"Utrecht";"Road"
"Taatsenplein";"Utrecht";"Road"
"Tacituslaan";"Utrecht";"Road"
"Taco Sybrantshof";"Utrecht";"Road"
"Tafelbergdreef";"Utrecht";"Road"
"Tagrijnkade";"Utrecht";"Road"
"Takstraat";"Utrecht";"Road"
"Tallinnstraat";"Utrecht";"Road"
"Talmalaan";"Utrecht";"Road"
"Tamarindeplaats";"Utrecht";"Road"
"Tamboersdijk";"Utrecht";"Road"
"Tampicodreef";"Utrecht";"Road"
"Tanimbarkade";"Utrecht";"Road"
"Tankenberg";"Utrecht";"Road"
"Tannhäuserdreef";"Utrecht";"Road"
"Taunus";"Utrecht";"Road"
"Techniekweg";"Utrecht";"Road"
"Teherandreef";"Utrecht";"Road"
"Telderslaan";"Utrecht";"Road"
"Telingstraat";"Utrecht";"Road"
"Tempelierhof";"Utrecht";"Road"
"Tempeltuinlaan";"Vleuten";"Road"
"Ten Veldestraat";"De Meern";"Road"
"Tennesseedreef";"Utrecht";"Road"
"Ter Laanstraat";"Utrecht";"Road"
"Terentiuslaan";"Utrecht";"Road"
"Ternatestraat";"Utrecht";"Road"
"Terrastuinlaan";"Vleuten";"Road"
"Terrastuinplaats";"Vleuten";"Road"
"Terschelling";"Utrecht";"Road"
"Terwijdesingel";"Utrecht";"Road"
"Tesselschadestraat";"Utrecht";"Road"
"Teugelhof";"Utrecht";"Road"
"Teun de Jagerdreef";"Utrecht";"Road"
"Teunisbloemlaan";"Vleuten";"Road"
"Texasdreef";"Utrecht";"Road"
"Texel";"Utrecht";"Road"
"Thea Beckmanstraat";"Utrecht";"Road"
"Theemsdreef";"Utrecht";"Road"
"Theetuinlaan";"Vleuten";"Road"
"Theetuinplaats";"Vleuten";"Road"
"Theeweg";"Utrecht";"Road"
"Thematerkade";"Haarzuilens";"Road"
"Thematerweg";"Haarzuilens";"Road"
"Theo Thijssenplein";"Utrecht";"Road"
"Theo van Baarenstraat";"Vleuten";"Road"
"Theo van Doesburgstraat";"Utrecht";"Road"
"Thinsstraat";"Utrecht";"Road"
"Thiradreef";"Utrecht";"Road"
"Tholen";"Utrecht";"Road"
"Thomas à Kempisplantsoen";"Utrecht";"Road"
"Thomas à Kempisweg";"Utrecht";"Road"
"Thomas van Nykerckenstraat";"Utrecht";"Road"
"Thomassenstraat";"Utrecht";"Road"
"Thorbeckelaan";"Utrecht";"Road"
"Thoriumweg";"Utrecht";"Road"
"Tiberdreef";"Utrecht";"Road"
"Tiberiusweg";"De Meern";"Road"
"Tichelaarslaan";"Utrecht";"Road"
"Tidorepad";"Utrecht";"Road"
"Tiendstraat";"Utrecht";"Road"
"Tigrisdreef";"Utrecht";"Road"
"Tijgerpagelaan";"Utrecht";"Road"
"Tijmstraat";"Utrecht";"Road"
"Timmerstraat";"Utrecht";"Road"
"Timorkade";"Utrecht";"Road"
"Tinnegieterslaan";"De Meern";"Road"
"Tiranastraat";"Utrecht";"Road"
"Tirionlaan";"Utrecht";"Road"
"Tirol";"Utrecht";"Road"
"Titushof";"De Meern";"Road"
"T.J. Swierstralaan";"Utrecht";"Road"
"Tjalkstraat";"Utrecht";"Road"
"Tjeerdsraklaan";"Utrecht";"Road"
"Tjepmahof";"Utrecht";"Road"
"Tjepmaweg";"De Meern";"Road"
"Tjonger";"De Meern";"Road"
"Toermalijnlaan";"Utrecht";"Road"
"Tokiodreef";"Utrecht";"Road"
"Tolsteegbarrière";"Utrecht";"Road"
"Tolsteegbrug";"Utrecht";"Art"
"Tolsteegbrug";"Utrecht";"Road"
"Tolsteegplantsoen";"Utrecht";"Road"
"Tolsteegplantsoen";"Utrecht";"Rural area"
"Tolsteegsingel";"Utrecht";"Road"
"Tomaatstraat";"Utrecht";"Road"
"Tomas Masarykstraat";"Utrecht";"Road"
"Tongas";"Utrecht";"Road"
"Tongvaren";"Vleuten";"Road"
"Toontjesplaat";"De Meern";"Road"
"Toos Korvezeehaghe";"Utrecht";"Road"
"Topaaslaan";"Utrecht";"Road"
"Torenplein";"Vleuten";"Road"
"Tornado";"De Meern";"Road"
"Torontodreef";"Utrecht";"Road"
"Torreshof";"Utrecht";"Road"
"Torreslaan";"Utrecht";"Road"
"Toscadreef";"Utrecht";"Road"
"Toulouselaan";"Utrecht";"Road"
"Touwslagerslaan";"De Meern";"Road"
"Tractieweg";"Utrecht";"Road"
"Trajanushof";"De Meern";"Road"
"Trans";"Utrecht";"Road"
"Transvaaldreef";"Utrecht";"Road"
"Treek";"Utrecht";"Road"
"Trévouxperenlaan";"Vleuten";"Road"
"Trichterberg";"De Meern";"Road"
"Trilgraslaan";"Vleuten";"Road"
"Trinidaddreef";"Utrecht";"Road"
"Tritondreef";"Utrecht";"Road"
"Triumphperenlaan";"Vleuten";"Road"
"Troelstralaan";"Utrecht";"Road"
"Trompetbloemlaan";"Vleuten";"Road"
"Trompstraat";"De Meern";"Road"
"Troosterhof";"Utrecht";"Road"
"Troosterlaan";"Utrecht";"Road"
"Tropen";"De Meern";"Road"
"Troubadourhof";"Utrecht";"Road"
"Trumanhof";"Utrecht";"Road"
"Trumanlaan";"Utrecht";"Road"
"Truus van Lierlaan";"Utrecht";"Road"
"Tuinbouwstraat";"Utrecht";"Road"
"Tuinstraat";"Utrecht";"Road"
"Tulastraat";"Utrecht";"Road"
"Tulpstraat";"Utrecht";"Road"
"Turandotdreef";"Utrecht";"Road"
"Turfstraat";"Utrecht";"Road"
"Turkooislaan";"Utrecht";"Road"
"Tussen de rails";"Utrecht";"Road"
"Tweede Oosterparklaan";"Utrecht";"Road"
"Tweede Westerparklaan";"Utrecht";"Road"
"Twellosebeeklaan";"Utrecht";"Road"
"Twente";"Utrecht";"Road"
"Twijnstraat";"Utrecht";"Road"
"Twijnstraat aan de Werf";"Utrecht";"Road"
"Tyfoon";"De Meern";"Road"
"Ubachsberg";"De Meern";"Road"
"Uilenboslaan";"Vleuten";"Road"
"Uilvlinder";"Utrecht";"Road"
"Uniceflaan";"Utrecht";"Road"
"Universiteitsweg";"Utrecht";"Road"
"Uppsalalaan";"Utrecht";"Road"
"Uppsalapad";"Utrecht";"Road"
"Uraniumkanaal";"Utrecht";"Water"
"Uraniumweg";"Utrecht";"Road"
"Urlusstraat";"Utrecht";"Road"
"Utenhamstraat";"Vleuten";"Road"
"Utrechtse Heuvelrug";"Vleuten";"Road"
"Utrechtseslag";"Utrecht";"Road"
"Utrechtseweg";"Utrecht";"Road"
"Utrechtseweg";"Vleuten";"Road"
"Vaalserberg";"Utrecht";"Road"
"Vaaltbrug";"Utrecht";"Art"
"Vaaltwegbrug";"Utrecht";"Art"
"Vaartsche Rijn";"Utrecht";"Water"
"Vaartscherijnbrug";"Utrecht";"Art"
"Vaartscherijnstraat";"Utrecht";"Road"
"Vaartsehof";"Utrecht";"Road"
"Vaartsestraat";"Utrecht";"Road"
"Vader Rijndreef";"Utrecht";"Road"
"Vadinushof";"De Meern";"Road"
"Vaduzdijk";"Utrecht";"Road"
"Valeriaanweg";"Utrecht";"Road"
"Valeriusbaan";"Utrecht";"Road"
"Valetonlaan";"Utrecht";"Road"
"Valkenburcht";"Vleuten";"Road"
"Valkenierslaan";"Vleuten";"Road"
"Valkstraat";"Utrecht";"Road"
"Vallettastraat";"Utrecht";"Road"
"Valparaisodreef";"Utrecht";"Road"
"Van Alphenplein";"Utrecht";"Road"
"Van Alphenstraat";"Utrecht";"Road"
"Van Asch van Wijckbrug";"Utrecht";"Art"
"Van Asch van Wijckskade";"Utrecht";"Road"
"Van Asch van Wijckstraat";"Utrecht";"Road"
"Van Baerlestraat";"Utrecht";"Road"
"Van Beuningenplein";"Utrecht";"Road"
"Van Bijnkershoeklaan";"Utrecht";"Road"
"Van Brakelstraat";"Utrecht";"Road"
"Van Brammendreef";"Utrecht";"Road"
"Van de Hulsthof";"Utrecht";"Road"
"Van den Boschstraat";"Utrecht";"Road"
"Van den Broekstraat";"Utrecht";"Road"
"Van der Duijnstraat";"Utrecht";"Road"
"Van der Goesstraat";"Utrecht";"Road"
"Van der Helststraat";"Utrecht";"Road"
"Van der Marckstraat";"Utrecht";"Road"
"Van der Mondestraat";"Utrecht";"Road"
"Van der Palmstraat";"Utrecht";"Road"
"Van der Pekstraat";"Utrecht";"Road"
"Van der Steenstraat";"Utrecht";"Road"
"Van der Vlugtsingel";"Utrecht";"Road"
"Van der Werffplein";"Utrecht";"Road"
"Van Deventerlaan";"Utrecht";"Road"
"Van Diemenstraat";"Utrecht";"Road"
"Van Duvenvoordestraat";"Utrecht";"Road"
"Van Eechoudlaan";"Utrecht";"Road"
"Van Eesterenstraat";"Utrecht";"Road"
"Van Egmondkade";"Utrecht";"Road"
"Van Eimerenstraat";"Utrecht";"Road"
"Van Esveldstraat";"Utrecht";"Road"
"Van Everdingenlaan";"Utrecht";"Road"
"Van Eysingalaan";"Utrecht";"Road"
"Van Ginnekenlaan";"Utrecht";"Road"
"Van Goghlaan";"Utrecht";"Road"
"Van Heemskerklaan";"De Meern";"Road"
"Van Heesstraat";"Utrecht";"Road"
"Van Herwerdenlaan";"Utrecht";"Road"
"Van Heukelomlaan";"Utrecht";"Road"
"Van Heutszstraat";"Utrecht";"Road"
"Van Heuven Goedhartlaan";"Utrecht";"Road"
"Van Hogendorpstraat";"Utrecht";"Road"
"Van Hoornekade";"Utrecht";"Road"
"Van Humboldtstraat";"Utrecht";"Road"
"Van Imhoffstraat";"Utrecht";"Road"
"Van Karnebeekstraat";"Utrecht";"Road"
"Van Kleffenslaan";"Utrecht";"Road"
"Van Koetsveldstraat";"Utrecht";"Road"
"Van Lawick van Pabstlaan";"De Meern";"Road"
"Van Leeuwenhoeckstraat";"Utrecht";"Road"
"Van Leeuwenhoekplantsoen";"Vleuten";"Road"
"Van Leeuwenhoekplantsoen";"Vleuten";"Rural area"
"Van Lennepdwarsstraat";"Utrecht";"Road"
"Van Lennepstraat";"Utrecht";"Road"
"Van Lidth de Jeudestraat";"Utrecht";"Road"
"Van Lieflandlaan";"Utrecht";"Road"
"Van Limburg Brouwerstraat";"Utrecht";"Road"
"Van Limburg Stirumplein";"Utrecht";"Road"
"Van Limburg Stirumstraat";"Utrecht";"Road"
"Van Lippe Biesterfeldstraat";"Utrecht";"Road"
"Van Loonlaan";"Utrecht";"Road"
"Van Lynden van Sandenburglaan";"Utrecht";"Road"
"Van Marumstraat";"Utrecht";"Road"
"Van Meursstraat";"Utrecht";"Road"
"Van Montfoortstraat";"De Meern";"Road"
"Van Musschenbroekstraat";"Utrecht";"Road"
"Van Nijenrodelaan";"De Meern";"Road"
"Van Ravesteijnstraat";"Utrecht";"Road"
"Van Rensselaerlaan";"Utrecht";"Road"
"Van Riebeeckstraat";"Utrecht";"Road"
"Van 's-Gravesandestraat";"Utrecht";"Road"
"Van Sijpesteijnkade";"Utrecht";"Road"
"Van Sijpesteijntunnel";"Utrecht";"Road"
"Van Spanjelaan";"Utrecht";"Road"
"Van Speijkstraat";"Utrecht";"Road"
"Van Starkenborghhof";"Utrecht";"Road"
"Van Swindenstraat";"Utrecht";"Road"
"Van 't Hoffstraat";"Utrecht";"Road"
"Van Vollenhovenlaan";"Utrecht";"Road"
"Van Wanroystraat";"Vleuten";"Road"
"Van Weerden Poelmanlaan";"Utrecht";"Road"
"Van Woerdenstraat";"Vleuten";"Road"
"Van Zijlstraat";"Utrecht";"Road"
"Van Zijstweg";"Utrecht";"Road"
"Van Zuylenstraat";"De Meern";"Road"
"Vancouverdreef";"Utrecht";"Road"
"Vanilleweg";"Utrecht";"Road"
"Varkenmarkt";"Utrecht";"Road"
"Varrolaan";"Utrecht";"Road"
"Vasalisplantsoen";"De Meern";"Road"
"Vasco da Gamalaan";"Utrecht";"Road"
"Vecht";"Utrecht";"Water"
"Vechtbrug";"Utrecht";"Art"
"Vechtdijk";"Utrecht";"Road"
"Vechtensteinlaan";"Utrecht";"Road"
"Vechtoever";"Utrecht";"Road"
"Vechtplantsoen";"Utrecht";"Rural area"
"Vechtplantsoen";"Utrecht";"Road"
"Vechtzoom";"Utrecht";"Rural area"
"Vedergraslaan";"Vleuten";"Road"
"Veeartsenijpad";"Utrecht";"Road"
"Veeartsenijstraat";"Utrecht";"Road"
"Veemarktplein";"Utrecht";"Road"
"Veemarktstraat";"Utrecht";"Road"
"Veenhof";"Utrecht";"Road"
"Veenwortel";"De Meern";"Road"
"Veilinghaven";"Utrecht";"Water"
"Veilinghavenkade";"Utrecht";"Road"
"Veilingstraat";"Utrecht";"Road"
"Veldbloemlaan";"Vleuten";"Road"
"Veldhuizenlaan";"De Meern";"Road"
"Veldhuizerbrug";"De Meern";"Art"
"Veldhuizerpark";"De Meern";"Rural area"
"Veldhuizerweg";"De Meern";"Road"
"Veldridderhof";"Vleuten";"Road"
"Veldruskade";"Vleuten";"Road"
"Veldstraat";"Utrecht";"Road"
"Veldzigt";"De Meern";"Road"
"Venezueladreef";"Utrecht";"Road"
"Venkelhof";"Utrecht";"Road"
"Venuslaan";"Utrecht";"Road"
"Verdilaan";"Utrecht";"Road"
"Verenigingdwarsstraat";"Utrecht";"Road"
"Verenigingstraat";"Utrecht";"Road"
"Vergiliuslaan";"Utrecht";"Road"
"Verheulstraat";"Utrecht";"Road"
"Verlengde Hogeweidebaan";"Utrecht";"Road"
"Verlengde Hoogravenseweg";"Utrecht";"Road"
"Verlengde Houtrakgracht";"Utrecht";"Road"
"Verlengde Utrechtseweg";"Utrecht";"Road"
"Verlengde Vleutenseweg";"Utrecht";"Road"
"Vermeulenstraat";"Utrecht";"Road"
"Verthorenpark";"Utrecht";"Rural area"
"Verzetslaan";"Utrecht";"Road"
"Vespasianusweg";"De Meern";"Road"
"Vestadreef";"Utrecht";"Road"
"Vesuvius";"Utrecht";"Road"
"Victor Herbertstraat";"Utrecht";"Road"
"Victor Hugoplantsoen";"Utrecht";"Road"
"Victoria Regiadreef";"Utrecht";"Road"
"Victorplaats";"De Meern";"Road"
"Vicuslaan";"De Meern";"Road"
"Viebrug";"Utrecht";"Art"
"Vijgeboomstraat";"Utrecht";"Road"
"Viking Rijn";"Vleuten";"Water"
"Vikingpad";"Vleuten";"Road"
"Villatuinlaan";"Vleuten";"Road"
"Vilniusdijk";"Utrecht";"Road"
"Vincent van Goghlaan";"Vleuten";"Road"
"Vincent Youmanshof";"Utrecht";"Road"
"Vinkenburgstraat";"Utrecht";"Road"
"Vinkenkade";"Utrecht";"Road"
"Vinkertlaan";"Utrecht";"Road"
"Violenstraat";"Utrecht";"Road"
"Visarendhof";"Utrecht";"Road"
"Vismarkt";"Utrecht";"Road"
"Visschersplein";"Utrecht";"Road"
"Visscherssteeg";"Utrecht";"Road"
"Vitalisplaats";"De Meern";"Road"
"Vitóriadreef";"Utrecht";"Road"
"Vivaldiplantsoen";"Utrecht";"Road"
"Vlaamse Toren";"Utrecht";"Road"
"Vlambloemlaan";"Vleuten";"Road"
"Vlampijpstraat";"Utrecht";"Road"
"Vlasstraat";"Utrecht";"Road"
"Vlechtdraadhof";"Utrecht";"Road"
"Vletland";"Vleuten";"Road"
"Vleutensche Wetering";"Utrecht";"Water"
"Vleutensebaan";"Utrecht";"Road"
"Vleutensevaart";"Utrecht";"Road"
"Vleutenseweg";"Utrecht";"Road"
"Vleuterweideweg";"Vleuten";"Road"
"Vliegend Hertlaan";"Utrecht";"Road"
"Vlieland";"Utrecht";"Road"
"Vlierboomstraat";"Utrecht";"Road"
"Vlietstraat";"Utrecht";"Road"
"Vlijtstraat";"Utrecht";"Road"
"Vlindersingel";"De Meern";"Road"
"Vlindersingel";"Utrecht";"Road"
"Vlisthof";"Utrecht";"Road"
"Vlowijkerpolder";"De Meern";"Road"
"Voetiusstraat";"Utrecht";"Road"
"Vogelsanglaan";"Utrecht";"Road"
"Vogelvlinderweg";"Utrecht";"Road"
"Vogezen";"Utrecht";"Road"
"Volkerakstraat";"Utrecht";"Road"
"Vollersbrug";"Utrecht";"Art"
"Voltastraat";"Utrecht";"Road"
"Von Kleistlaan";"Utrecht";"Road"
"Von Weberstraat";"Utrecht";"Road"
"Vondelbrug";"Utrecht";"Art"
"Vondellaan";"Utrecht";"Road"
"Voor Clarenburg";"Utrecht";"Road"
"Voor de Burchten";"Vleuten";"Road"
"Voordorpsedijk";"Utrecht";"Road"
"Voorsterbeeklaan";"Utrecht";"Road"
"Voorstraat";"Utrecht";"Road"
"Voortrekkersdreef";"Utrecht";"Road"
"Voorveldselaan";"Utrecht";"Road"
"Voreneng";"Vleuten";"Road"
"Vosmaerstraat";"Utrecht";"Road"
"Vossegatselaan";"Utrecht";"Road"
"Vossenburcht";"Vleuten";"Road"
"Vredenburg";"Utrecht";"Road"
"Vredenburgkade";"Utrecht";"Road"
"Vredenburgpassage";"Utrecht";"Road"
"Vredenburgplein";"Utrecht";"Road"
"Vredenburgviaduct";"Utrecht";"Art"
"Vredesteeg";"Utrecht";"Road"
"Vreelanthof";"Utrecht";"Road"
"Vreuchdenberchdreef";"Utrecht";"Road"
"Vreugdenhillaan";"Utrecht";"Road"
"Vrieslantlaan";"Utrecht";"Road"
"Vrijthof";"Vleuten";"Road"
"Vronesteinlaan";"Utrecht";"Road"
"Vrouwe Justitiaplein";"Utrecht";"Road"
"Vrouwjuttenhof";"Utrecht";"Road"
"Vrouwjuttenstraat";"Utrecht";"Road"
"Vulcanusdreef";"Utrecht";"Road"
"Vuurlanddreef";"Utrecht";"Road"
"Vuurvlindersingel";"Utrecht";"Road"
"W.A. Vultostraat";"Utrecht";"Road"
"Waalstraat";"Utrecht";"Road"
"Wagendwarsstraat";"Utrecht";"Road"
"Wageningseberg";"Utrecht";"Road"
"Wagenstraat";"Utrecht";"Road"
"Walcheren";"Utrecht";"Road"
"Waldeck Pyrmontkade";"Utrecht";"Road"
"Wallesteinlaan";"Utrecht";"Road"
"Walnootstraat";"Utrecht";"Road"
"Walravestraat";"De Meern";"Road"
"Walserijstraat";"Utrecht";"Road"
"Walsteeg";"Utrecht";"Road"
"Walter Kollolaan";"Utrecht";"Road"
"Wanninkhoflaan";"Utrecht";"Road"
"Wapendragervlinder";"Utrecht";"Road"
"Warmoesstraat";"Utrecht";"Road"
"Washingtondreef";"Utrecht";"Road"
"Waterbieslaan";"Vleuten";"Road"
"Waterhoenhof";"Utrecht";"Road"
"Waterlinieweg";"Utrecht";"Road"
"Waterloobrug";"Utrecht";"Art"
"Waterpoort";"Utrecht";"Road"
"Waterstraat";"Utrecht";"Road"
"Watertuinlaan";"Vleuten";"Road"
"Waterwinpark";"Utrecht";"Rural area"
"Wattlaan";"Utrecht";"Road"
"Waver";"De Meern";"Road"
"Wed";"Utrecht";"Road"
"Weegbreeweg";"Vleuten";"Road"
"Weerdbrug";"Utrecht";"Art"
"Weerdsingel O.Z.";"Utrecht";"Road"
"Weerdsingel W.Z.";"Utrecht";"Road"
"Weeresteinlaan";"Utrecht";"Road"
"Weerschijnvlinder";"Utrecht";"Road"
"Weesbrug";"Utrecht";"Art"
"Weg der Verenigde Naties";"Utrecht";"Road"
"Weg naar Parkwijk";"Utrecht";"Road"
"Weg naar Rhijnauwen";"Utrecht";"Road"
"Weg naar 't Zand";"Utrecht";"Road"
"Weg tot de Wetenschap";"Utrecht";"Road"
"Weg van Kiev";"Utrecht";"Road"
"Weltevredenstraat";"Utrecht";"Road"
"Wenenpromenade";"Utrecht";"Road"
"Wereldtuinenlaan";"Vleuten";"Road"
"Werfsteeg";"Utrecht";"Road"
"Werkspoorplein";"Utrecht";"Road"
"Werner Helmichstraat";"Utrecht";"Road"
"Werradreef";"Utrecht";"Road"
"Wessel Couzijnstraat";"Utrecht";"Road"
"Westdijklaan";"Utrecht";"Road"
"Westerdijk";"Utrecht";"Road"
"Westerkade";"Utrecht";"Road"
"Westerlengte";"De Meern";"Road"
"Westerstraat";"Utrecht";"Road"
"Westfalen";"Utrecht";"Road"
"Westinghousestraat";"Utrecht";"Road"
"Westkanaaldijk";"Utrecht";"Road"
"Westlandsetuin";"Utrecht";"Road"
"Westplein";"Utrecht";"Road"
"Westraklaan";"Utrecht";"Road"
"Westravenstraat";"Utrecht";"Road"
"Wetering";"Vleuten";"Road"
"Wethouder de Greeflaan";"Haarzuilens";"Road"
"Wethouder D.M. Plompstraat";"Utrecht";"Road"
"Wethouder Gerssenlaan";"De Meern";"Road"
"Wevelaan";"Utrecht";"Road"
"Wezerdreef";"Utrecht";"Road"
"Wibautstraat";"Utrecht";"Road"
"Wichmannlaan";"Utrecht";"Road"
"Wickenburglaan";"Utrecht";"Road"
"Wielingenplein";"Utrecht";"Road"
"Wielingenstraat";"Utrecht";"Road"
"Wiericke";"De Meern";"Road"
"Wijde Begijnehof";"Utrecht";"Road"
"Wijde Begijnestraat";"Utrecht";"Road"
"Wijde Doelen";"Utrecht";"Road"
"Wijde Watersteeg";"Utrecht";"Road"
"Wijdepoort thans Mariastraat";"Utrecht";"Road"
"Wijnbesplantsoen";"Utrecht";"Road"
"Wijnbesstraat";"Utrecht";"Road"
"Wijnesteinlaan";"Utrecht";"Road"
"Wijnland";"Vleuten";"Road"
"Wilderveld";"Vleuten";"Road"
"Wilgenhoutvlinder";"Utrecht";"Road"
"Wilgenrooslaan";"Vleuten";"Road"
"Wilhelminalaan";"Vleuten";"Road"
"Wilhelminapark";"Utrecht";"Rural area"
"Wilhelminapark";"Utrecht";"Road"
"Willem Arntszkade";"Utrecht";"Road"
"Willem Barentszstraat";"Utrecht";"Road"
"Willem de Zwijgerplantsoen";"Utrecht";"Road"
"Willem de Zwijgerstraat";"Utrecht";"Road"
"Willem Dreeslaan";"Utrecht";"Road"
"Willem Frederik Hermansstraat";"Utrecht";"Road"
"Willem Hedastraat";"Utrecht";"Road"
"Willem Klooslaan";"De Meern";"Road"
"Willem Pieter van Dijllaan";"Utrecht";"Road"
"Willem Royaardsbrug";"Utrecht";"Art"
"Willem Schuylenburglaan";"Utrecht";"Road"
"Willem Sluyterstraat";"Utrecht";"Road"
"Willem van Abcoudeplein";"Utrecht";"Road"
"Willem van Noortbrug";"Utrecht";"Art"
"Willem van Noortplein";"Utrecht";"Road"
"Willem van Noortstraat";"Utrecht";"Road"
"Willem-Alexanderpark";"Utrecht";"Rural area"
"Willemsplantsoen";"Utrecht";"Road"
"Willemstraat";"Utrecht";"Road"
"Willemsviaduct";"Utrecht";"Art"
"Williamsperenlaan";"Vleuten";"Road"
"Willibrordpad";"Vleuten";"Road"
"Willy Posthumushaghe";"Utrecht";"Road"
"Wim Sonneveldlaan";"Utrecht";"Road"
"Windstilte";"De Meern";"Road"
"Wingerdplaats";"Utrecht";"Road"
"Winkel";"De Meern";"Road"
"Winklerlaan";"Utrecht";"Road"
"Winnipegdreef";"Utrecht";"Road"
"Winter";"De Meern";"Road"
"Winterboeidreef";"Utrecht";"Road"
"Winterkersstraat";"Utrecht";"Road"
"Wintertuinlaan";"Vleuten";"Road"
"Winthontlaan";"Utrecht";"Road"
"Witte de Withstraat";"De Meern";"Road"
"Wittevrouwenbrug";"Utrecht";"Art"
"Wittevrouwenkade";"Utrecht";"Road"
"Wittevrouwensingel";"Utrecht";"Road"
"Wittevrouwenstraat";"Utrecht";"Road"
"W.J. Bossenbroekstraat";"Utrecht";"Road"
"Woerdlaan";"De Meern";"Road"
"Wolfaartssteeg thans Springweg";"Utrecht";"Road"
"Wolff en Dekenplein";"Utrecht";"Road"
"Wolfgang Pauliweg";"Utrecht";"Road"
"Wolfstraat";"Utrecht";"Road"
"Wolgadreef";"Utrecht";"Road"
"Wolkendek";"De Meern";"Road"
"Wolter Heukelslaan";"Utrecht";"Road"
"Wolvenplein";"Utrecht";"Road"
"Wolvenstraat";"Utrecht";"Road"
"Wolweverslaan";"De Meern";"Road"
"Woudsenderraklaan";"Utrecht";"Road"
"Woudwetering";"Utrecht";"Road"
"Wulpstraat";"Utrecht";"Road"
"Wulverhorstlaan";"Utrecht";"Road"
"Xenophonlaan";"Utrecht";"Road"
"Yalelaan";"Utrecht";"Road"
"Yavaridreef";"Utrecht";"Road"
"Yokohamadreef";"Utrecht";"Road"
"Zaagmolenkade";"Utrecht";"Road"
"Zaanstraat";"Utrecht";"Road"
"Zacharias Jansenstraat";"Utrecht";"Road"
"Zadelstraat";"Utrecht";"Road"
"Zagrebstraat";"Utrecht";"Road"
"Zakkendragershof";"Utrecht";"Road"
"Zakkendragerssteeg";"Utrecht";"Road"
"Zambesidreef";"Utrecht";"Road"
"Zamenhofdreef";"Utrecht";"Road"
"Zandbrug";"Utrecht";"Art"
"Zandhofsestraat";"Utrecht";"Road"
"Zandlaan";"Utrecht";"Road"
"Zandooghof";"Utrecht";"Road"
"Zandpad";"Utrecht";"Road"
"Zandweg";"Utrecht";"Road"
"Zandweg";"De Meern";"Road"
"Zebradreef";"Utrecht";"Road"
"Zeedijk";"Utrecht";"Road"
"Zeedistel";"De Meern";"Road"
"Zeehaenkade";"Utrecht";"Road"
"Zeekoethof";"Utrecht";"Road"
"Zeelantlaan";"Utrecht";"Road"
"Zeeltstraat";"Utrecht";"Road"
"Zeemanlaan";"Utrecht";"Road"
"Zeemeeuwhof";"Utrecht";"Road"
"Zeilmakerslaan";"De Meern";"Road"
